2024-04-07 20:32:05.031000,0.6893,19.9545,0.0
2024-04-07 20:32:09.034000,0.7388,19.94,0.0
2024-04-07 20:32:13.060000,0.7882,19.9235,0.0
2024-04-07 20:32:21.083000,0.8868,19.8845,0.0
2024-04-07 20:32:29.109000,0.985,19.8377,0.0
2024-04-07 20:32:33.112000,1.034,19.8112,0.0
2024-04-07 20:32:37.114000,1.0828,19.7828,0.0
2024-04-07 20:32:41.136000,1.1316,19.7524,0.06667
2024-04-07 20:32:49.196000,1.2288,19.6858,0.24444
2024-04-07 20:32:53.219000,1.2772,19.6495,0.33333
2024-04-07 20:32:57.221000,1.3254,19.6112,0.42222
2024-04-07 20:33:01.244000,1.3616,19.5812,0.48889
2024-04-07 20:33:09.271000,1.4695,19.4847,0.68889
2024-04-07 20:33:13.274000,1.5172,19.4386,0.77778
2024-04-07 20:33:21.299000,1.6122,19.3406,0.95556
2024-04-07 20:33:29.325000,1.7065,19.2349,1.13333
2024-04-07 20:33:33.350000,1.7534,19.1791,1.22222
2024-04-07 20:33:37.390000,1.8001,19.1214,1.31111
2024-04-07 20:33:41.393000,1.8351,19.0769,1.37778
2024-04-07 20:33:49.418000,1.9392,18.937,1.57778
2024-04-07 20:33:53.444000,1.9852,18.8717,1.66667
2024-04-07 20:33:57.447000,2.031,18.8045,1.75556
2024-04-07 20:34:01.469000,2.0766,18.7355,1.84444
2024-04-07 20:34:09.495000,2.1672,18.5918,2.02222
2024-04-07 20:34:13.498000,2.2121,18.5171,2.11111
2024-04-07 20:34:21.524000,2.3013,18.3623,2.28889
2024-04-07 20:34:29.548000,2.3896,18.2001,2.46667
2024-04-07 20:34:33.614000,2.4334,18.1163,2.55556
2024-04-07 20:34:37.616000,2.4661,18.0522,2.62222
2024-04-07 20:34:41.631000,2.5203,17.9432,2.73333
2024-04-07 20:34:49.649000,2.6062,17.7629,2.91111
2024-04-07 20:34:53.651000,2.6381,17.6935,2.97778
2024-04-07 20:34:57.669000,2.691,17.5756,3.08889
2024-04-07 20:35:01.672000,2.733,17.4792,3.17778
2024-04-07 20:35:09.690000,2.8162,17.2814,3.35556
2024-04-07 20:35:13.711000,2.8574,17.1798,3.44444
2024-04-07 20:35:21.731000,2.9388,16.9716,3.62222
2024-04-07 20:35:29.755000,3.0092,16.7838,3.77778
2024-04-07 20:35:33.757000,3.0589,16.6466,3.88889
2024-04-07 20:35:37.773000,3.0982,16.5349,3.97778
2024-04-07 20:35:41.811000,3.1373,16.4216,4.06667
2024-04-07 20:35:49.842000,3.2146,16.19,4.24444
2024-04-07 20:35:53.846000,3.2527,16.0717,4.33333
2024-04-07 20:35:57.848000,3.2905,15.9519,4.42222
2024-04-07 20:36:01.850000,3.328,15.8305,4.51111
2024-04-07 20:36:09.912000,3.402,15.5828,4.68889
2024-04-07 20:36:13.913000,3.4384,15.4567,4.77778
2024-04-07 20:36:21.917000,3.5103,15.1998,4.95556
2024-04-07 20:36:25.920000,3.5458,15.069,5.04444
2024-04-07 20:36:29.922000,3.5808,14.9368,5.13333
2024-04-07 20:36:37.927000,3.6499,14.6678,5.31111
2024-04-07 20:36:41.929000,3.6839,14.5311,5.4
2024-04-07 20:36:45.937000,3.7092,14.4276,5.46667
